0,46,54872,Greedy,RA
1,122,1225043,Greedy,RA
2,231,8615125,Greedy,RA
3,353,33698267,Greedy,RA
4,475,88716536,Greedy,RA
5,518,148877000,Greedy,RA
6,648,200201625,Greedy,RA
7,770,356400829,Greedy,RA
8,892,561515625,Greedy,RA
9,1036,1211355496,Greedy,RA
