0,46,166375,Greedy,LA
1,122,3176523,Greedy,LA
2,231,22906304,Greedy,LA
3,353,85766121,Greedy,LA
4,475,219256227,Greedy,LA
5,518,350402625,Greedy,LA
6,648,506261573,Greedy,LA
7,770,884736000,Greedy,LA
8,892,1386195875,Greedy,LA
9,1036,2839159296,Greedy,LA
