0,46,24,Greedy,CA
1,122,62,Greedy,CA
2,231,134,Greedy,CA
3,353,206,Greedy,CA
4,475,282,Greedy,CA
5,518,352,Greedy,CA
6,648,360,Greedy,CA
7,770,438,Greedy,CA
8,892,508,Greedy,CA
9,1036,710,Greedy,CA
